,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
16235,2.63,42.00,3.93,0.90,533.00,3.35,37.98,-121.29,0.65
16236,1.78,52.00,5.95,1.10,1392.00,2.77,37.97,-121.29,0.99
16237,2.50,49.00,4.55,1.03,1171.00,2.13,37.98,-121.29,0.77
16238,4.18,47.00,5.35,1.04,990.00,2.23,37.98,-121.30,0.98
16239,2.30,52.00,5.87,1.08,766.00,1.99,37.97,-121.30,1.05
16240,3.41,41.00,5.03,1.03,463.00,2.50,37.99,-121.29,0.91
16241,1.52,30.00,2.43,1.01,2019.00,3.85,37.99,-121.29,0.81
16242,2.67,38.00,5.04,1.05,1167.00,2.48,37.99,-121.30,0.88
16243,2.64,39.00,5.35,1.04,1388.00,2.20,37.98,-121.30,0.94
16244,2.89,42.00,5.10,1.20,284.00,2.93,37.99,-121.28,0.56
16245,2.13,32.00,4.44,1.11,2050.00,2.78,37.98,-121.26,0.56
16246,2.57,43.00,4.94,0.98,1322.00,2.50,37.98,-121.27,0.70
16247,2.68,43.00,5.84,1.16,492.00,2.86,37.98,-121.27,0.73
16248,2.14,52.00,5.50,1.08,414.00,2.42,37.98,-121.28,0.70
16249,1.69,45.00,4.95,1.02,498.00,2.55,37.99,-121.29,0.75
16250,1.11,39.00,4.57,1.09,550.00,2.46,37.97,-121.27,0.54
16251,2.50,43.00,3.47,0.88,367.00,2.41,37.96,-121.26,0.64
16252,1.96,43.00,4.56,1.06,749.00,3.60,37.96,-121.27,0.53
16253,2.56,52.00,6.27,1.23,310.00,3.33,37.96,-121.27,0.54
16254,0.98,41.00,3.95,1.05,885.00,2.14,37.98,-121.26,0.54
16255,1.53,39.00,4.26,1.00,1056.00,2.55,37.98,-121.25,0.48
16256,2.55,31.00,4.07,1.01,891.00,3.05,37.97,-121.26,0.51
16257,1.79,34.00,4.40,1.17,846.00,2.89,37.97,-121.25,0.63
16258,2.31,43.00,5.19,1.15,690.00,3.81,37.96,-121.26,0.62
16259,3.04,41.00,5.40,1.01,1143.00,2.57,37.97,-121.26,0.70
16260,2.04,41.00,4.15,0.92,716.00,3.48,37.97,-121.25,0.75
16261,1.79,35.00,4.97,1.04,892.00,2.93,37.96,-121.26,0.64
16262,2.08,40.00,4.57,0.97,1208.00,3.24,37.95,-121.25,0.55
16263,1.73,44.00,4.48,1.01,677.00,3.70,37.95,-121.26,0.59
16264,2.16,39.00,4.72,1.10,1368.00,3.51,37.95,-121.26,0.62
16265,1.28,41.00,5.84,1.28,382.00,4.84,37.96,-121.27,0.54
16266,2.52,40.00,5.25,1.03,335.00,3.28,37.96,-121.26,0.63
16267,2.49,26.00,4.67,1.01,1730.00,3.67,37.96,-121.25,0.68
16268,1.92,29.00,3.94,0.98,788.00,3.55,37.96,-121.24,0.58
16269,1.94,46.00,4.99,1.07,1384.00,3.45,37.95,-121.25,0.62
16270,3.77,36.00,5.82,1.02,169.00,2.73,37.95,-121.24,0.64
16271,1.78,30.00,5.43,1.11,967.00,3.48,37.94,-121.25,0.66
16272,2.87,5.00,5.13,1.12,1857.00,4.27,37.94,-121.24,1.14
16273,2.09,21.00,4.84,0.97,960.00,3.92,37.93,-121.24,0.65
16274,2.33,28.00,4.42,1.06,782.00,3.59,37.94,-121.25,0.56
16275,2.08,31.00,4.18,0.96,1734.00,4.34,37.93,-121.25,0.48
16276,1.46,33.00,3.59,0.90,2248.00,3.82,37.93,-121.26,0.53
16277,1.76,43.00,4.41,1.13,1409.00,3.86,37.94,-121.26,0.52
16278,2.13,24.00,5.13,1.13,1413.00,4.99,37.93,-121.27,0.61
16279,1.94,35.00,4.39,1.04,2188.00,3.58,37.94,-121.28,0.57
16280,2.17,36.00,4.02,0.93,451.00,3.64,37.92,-121.28,0.60
16281,1.88,40.00,4.42,1.08,2268.00,3.57,37.94,-121.28,0.58
16282,2.55,37.00,4.84,1.13,1854.00,3.61,37.93,-121.29,0.59
16283,2.78,24.00,4.21,1.03,1294.00,3.78,37.93,-121.29,0.62
16284,2.16,23.00,4.35,1.01,1223.00,3.57,37.93,-121.28,0.68
16285,2.44,30.00,5.44,1.18,851.00,4.36,37.92,-121.28,0.62
16286,3.11,12.00,3.94,0.86,1175.00,4.23,37.92,-121.29,0.73
16287,1.69,31.00,5.29,1.16,576.00,3.72,37.91,-121.28,0.66
16288,2.47,21.00,5.12,1.03,1140.00,3.75,37.93,-121.31,0.81
16289,1.77,28.00,4.59,1.06,3201.00,4.45,37.92,-121.30,0.74
16290,1.20,33.00,4.37,1.19,236.00,2.29,37.98,-121.24,0.80
16291,2.20,47.00,4.71,1.04,517.00,2.75,37.97,-121.24,0.67
16292,2.88,37.00,4.40,0.97,951.00,3.56,37.96,-121.24,0.58
16293,1.66,37.00,4.28,1.03,1591.00,2.90,37.96,-121.23,0.57
16294,1.55,44.00,5.07,1.09,1277.00,2.94,37.96,-121.23,0.59
16295,2.63,36.00,5.34,1.11,514.00,3.38,37.95,-121.23,0.89
16296,2.40,37.00,4.49,1.00,1121.00,3.33,37.97,-121.22,0.58
16297,1.99,30.00,5.01,1.10,1177.00,3.39,37.96,-121.22,0.56
16298,2.63,31.00,4.42,0.94,1163.00,3.46,37.96,-121.22,0.72
16299,2.41,19.00,4.95,1.00,1742.00,4.09,37.92,-121.25,0.66
16300,1.90,28.00,5.96,1.30,315.00,3.18,37.92,-121.23,0.86
16301,5.32,17.00,6.10,1.03,1562.00,2.10,38.00,-121.36,2.26
16302,3.68,22.00,5.10,1.04,1539.00,2.20,38.00,-121.35,1.52
16303,3.42,6.00,4.71,1.05,732.00,2.09,38.00,-121.35,1.24
16304,10.01,15.00,7.74,1.00,1016.00,3.24,38.01,-121.37,2.42
16305,3.60,15.00,4.46,1.00,1520.00,2.53,38.01,-121.35,0.94
16306,4.02,16.00,4.68,1.16,451.00,2.28,38.01,-121.36,1.73
16307,2.33,16.00,3.76,1.15,1192.00,2.06,38.01,-121.36,0.87
16308,4.53,16.00,5.93,0.91,507.00,2.79,38.01,-121.36,1.67
16309,3.29,17.00,4.56,1.01,1114.00,2.50,38.01,-121.34,1.75
16310,5.32,27.00,6.32,0.92,630.00,2.47,38.01,-121.33,1.55
16311,4.04,32.00,5.99,1.06,1642.00,2.54,38.00,-121.34,1.29
16312,3.29,32.00,5.06,1.05,2177.00,2.46,38.00,-121.33,0.99
16313,5.92,36.00,6.81,1.02,531.00,2.62,38.01,-121.33,1.52
16314,2.68,20.00,5.30,1.10,919.00,2.56,38.01,-121.32,0.96
16315,2.70,36.00,4.95,0.94,171.00,2.17,38.01,-121.32,1.03
16316,2.01,21.00,3.80,1.02,1114.00,2.36,38.00,-121.32,1.02
16317,2.21,22.00,4.36,1.08,781.00,1.62,38.00,-121.32,0.88
16318,3.14,14.00,4.98,1.03,1679.00,2.24,38.00,-121.33,1.20
16319,2.50,15.00,4.58,1.11,1837.00,1.88,37.99,-121.33,1.76
16320,3.96,11.00,5.75,1.11,2195.00,2.81,37.99,-121.34,1.95
16321,6.56,14.00,5.93,0.95,1178.00,2.24,37.99,-121.34,2.35
16322,1.37,15.00,3.60,1.12,3061.00,3.56,37.99,-121.31,1.10
16323,1.35,20.00,2.97,1.10,1916.00,3.58,37.98,-121.32,0.95
16324,5.14,9.00,6.14,1.10,1129.00,2.93,37.98,-121.33,1.77
16325,2.70,10.00,4.51,1.14,643.00,1.85,37.98,-121.33,1.50
16326,4.26,8.00,5.15,1.09,684.00,1.95,37.99,-121.36,1.35
16327,5.30,8.00,6.69,1.09,1158.00,2.95,37.98,-121.34,1.92
16328,4.30,33.00,6.31,1.08,1109.00,2.45,38.02,-121.33,1.36
16329,5.12,30.00,6.17,0.97,2038.00,2.87,38.02,-121.34,1.34
16330,3.18,31.00,5.77,1.04,608.00,2.39,38.02,-121.33,1.62
16331,4.30,37.00,5.86,0.94,915.00,2.73,38.02,-121.33,1.20
16332,4.41,20.00,5.90,1.05,2071.00,2.90,38.03,-121.34,1.31
16333,4.92,19.00,5.93,1.01,906.00,3.15,38.03,-121.33,1.31
16334,5.54,4.00,6.57,0.95,1234.00,3.27,38.04,-121.36,1.62
16335,5.58,5.00,6.93,0.99,2206.00,3.55,38.04,-121.35,1.59
16336,3.72,12.00,6.47,1.06,3771.00,3.92,38.04,-121.35,1.46
16337,5.03,9.00,6.17,1.05,1290.00,3.68,38.04,-121.36,1.48
16338,5.62,16.00,7.41,1.02,267.00,2.97,38.05,-121.34,2.45
16339,3.61,16.00,5.72,0.98,2279.00,3.96,38.04,-121.34,1.46
16340,4.65,15.00,7.44,1.08,965.00,3.71,38.04,-121.33,1.43
16341,2.30,10.00,4.31,0.96,635.00,4.35,38.03,-121.33,1.27
16342,4.88,16.00,6.47,1.00,1862.00,2.98,38.03,-121.32,1.43
16343,4.52,15.00,6.86,1.04,1325.00,3.13,38.04,-121.33,1.46
16344,5.19,10.00,6.80,0.98,657.00,3.14,38.04,-121.33,1.54
16345,5.72,8.00,7.87,1.05,895.00,3.70,38.03,-121.35,1.56
16346,4.99,12.00,7.12,1.14,1200.00,3.16,38.03,-121.34,1.34
16347,2.84,16.00,6.43,1.20,1301.00,5.02,38.02,-121.35,1.32
16348,4.17,16.00,5.98,0.98,1596.00,3.02,38.03,-121.35,1.31
16349,3.74,14.00,4.90,0.91,1378.00,2.87,38.03,-121.36,1.39
16350,3.43,15.00,5.57,1.00,2183.00,3.40,38.02,-121.35,1.41
16351,4.17,5.00,4.70,1.15,1010.00,2.13,38.02,-121.36,2.06
16352,3.57,7.00,4.67,1.16,1518.00,2.05,38.03,-121.36,0.79
16353,4.50,30.00,5.53,0.98,167.00,3.71,38.04,-121.32,0.93
16354,3.74,24.00,5.56,1.04,1743.00,3.18,38.03,-121.31,1.05
16355,2.57,25.00,4.72,0.98,1947.00,3.72,38.03,-121.32,0.98
16356,3.54,26.00,5.71,1.07,1544.00,3.09,38.02,-121.32,0.99
16357,2.52,18.00,4.91,1.01,3036.00,3.05,38.03,-121.31,1.10
16358,1.97,12.00,4.29,1.14,3440.00,3.65,38.00,-121.29,1.12
16359,1.89,23.00,4.61,1.04,1650.00,2.43,37.99,-121.31,1.05
16360,1.78,23.00,3.64,1.09,3785.00,3.71,38.00,-121.30,1.00
16361,3.28,29.00,5.26,1.03,1215.00,2.79,38.01,-121.30,1.00
16362,2.65,27.00,5.36,1.07,1338.00,2.46,38.00,-121.30,1.16
16363,4.40,35.00,5.86,0.98,977.00,2.73,38.00,-121.31,1.08
16364,3.98,19.00,5.90,1.03,306.00,1.99,38.00,-121.31,1.32
16365,2.80,24.00,4.73,1.08,2734.00,3.11,38.02,-121.31,0.92
16366,3.99,30.00,5.08,0.97,1547.00,3.09,38.01,-121.30,0.96
16367,3.07,23.00,4.87,1.03,1890.00,2.83,38.02,-121.32,1.05
16368,2.84,22.00,4.11,1.01,1304.00,2.55,38.01,-121.31,1.02
16369,1.43,22.00,3.99,1.05,1367.00,2.12,38.01,-121.31,0.91
16370,4.02,8.00,6.01,1.01,1713.00,3.86,38.04,-121.30,1.18
16371,3.15,13.00,5.15,1.02,712.00,3.61,38.03,-121.30,1.03
16372,4.02,10.00,6.35,1.12,782.00,3.52,38.03,-121.30,1.08
16373,3.18,16.00,4.64,0.96,1860.00,4.05,38.04,-121.29,0.97
16374,2.27,16.00,5.33,1.08,1629.00,1.99,38.03,-121.29,0.91
16375,3.09,11.00,5.01,1.02,2769.00,3.87,38.03,-121.28,0.94
16376,2.58,7.00,4.98,1.09,1615.00,3.98,38.03,-121.29,1.11
16377,3.93,11.00,4.98,0.90,684.00,4.12,38.03,-121.28,1.07
16378,2.54,12.00,5.07,1.08,1849.00,4.67,38.02,-121.29,0.99
16379,2.55,16.00,4.23,0.97,3343.00,5.20,38.02,-121.30,1.06
16380,2.51,11.00,5.46,1.25,1404.00,2.67,38.03,-121.30,0.95
16381,2.85,4.00,4.35,1.10,491.00,1.41,38.02,-121.30,0.88
16382,2.38,4.00,4.51,1.04,1784.00,5.77,38.00,-121.29,1.25
16383,4.49,2.00,6.69,1.17,3327.00,3.48,38.01,-121.29,1.38
16384,3.18,8.00,4.80,1.01,1258.00,3.23,38.02,-121.28,0.96
16385,3.75,10.00,3.45,0.80,50.00,2.50,38.01,-121.29,1.21
16386,3.41,26.00,5.82,1.15,164.00,2.52,38.05,-121.27,0.83
16387,2.98,32.00,6.58,1.12,138.00,2.65,38.02,-121.27,1.55
16388,1.15,52.00,4.88,1.04,62.00,2.48,38.05,-121.30,1.13
16389,3.57,25.00,5.45,1.00,1035.00,2.87,38.05,-121.25,1.07
16390,4.99,26.00,6.62,1.02,1257.00,2.70,38.04,-121.25,2.02
16391,2.70,16.00,4.30,0.90,1053.00,1.89,38.01,-121.25,1.13
16392,6.18,32.00,7.53,1.08,677.00,2.79,38.04,-121.23,2.48
16393,5.54,42.00,7.00,1.02,116.00,2.37,38.04,-121.22,2.13
16394,6.66,29.00,7.83,1.04,859.00,2.73,38.03,-121.25,2.21
16395,2.82,35.00,6.46,1.05,783.00,2.75,38.00,-121.22,1.62
16396,2.43,22.00,5.09,1.00,790.00,2.63,38.01,-121.24,1.25
16397,2.90,21.00,7.83,1.28,182.00,3.19,38.00,-121.25,1.35
16398,2.33,27.00,4.77,1.13,179.00,1.99,37.99,-121.26,0.88
16399,2.47,25.00,4.84,0.99,721.00,2.37,38.00,-121.24,1.27
16400,5.57,38.00,7.26,1.11,226.00,3.14,37.99,-121.23,1.53
16401,5.04,27.00,6.48,1.05,373.00,2.85,37.98,-121.23,1.81
16402,6.06,39.00,4.54,0.86,270.00,2.78,37.97,-121.20,1.58
16403,3.23,35.00,6.57,1.09,290.00,2.71,38.04,-121.19,1.77
16404,1.47,28.00,4.96,0.98,201.00,3.94,38.03,-121.16,1.56
16405,3.39,44.00,7.33,1.30,287.00,3.46,38.02,-121.20,1.25
16406,2.47,31.00,5.13,1.17,1459.00,3.05,37.99,-121.18,1.31
16407,3.64,28.00,6.00,1.08,769.00,3.36,37.97,-121.17,1.30
16408,2.80,32.00,5.06,1.15,1342.00,3.27,37.95,-121.23,0.59
16409,2.15,27.00,4.70,1.05,909.00,2.64,37.93,-121.19,1.00
16410,1.13,20.00,5.47,1.59,77.00,1.57,37.94,-121.23,1.50
16411,4.75,21.00,4.60,0.93,206.00,2.82,37.93,-121.22,1.21
16412,2.87,30.00,6.21,1.24,629.00,3.70,37.95,-121.22,0.77
16413,2.56,35.00,6.97,1.25,193.00,3.27,37.96,-121.18,1.47
16414,2.63,16.00,8.33,1.67,20.00,3.33,37.90,-121.24,1.38
16415,3.17,42.00,5.00,1.00,256.00,2.75,37.88,-121.26,1.58
16416,0.96,28.00,5.30,1.01,171.00,2.44,37.90,-121.28,0.56
16417,1.65,43.00,4.03,1.04,664.00,2.77,37.88,-121.27,0.84
16418,2.95,34.00,4.32,0.88,678.00,2.90,37.87,-121.27,1.04
16419,2.90,38.00,5.95,1.16,125.00,3.29,37.90,-121.31,1.25
16420,5.75,26.00,5.37,0.90,1542.00,51.40,37.89,-121.29,1.63
16421,2.66,29.00,4.24,0.94,308.00,2.68,37.87,-121.29,1.03
16422,3.65,49.00,3.77,0.92,59.00,2.27,37.87,-121.23,1.63
16423,2.29,31.00,6.35,1.35,1848.00,6.31,37.94,-121.49,1.63
16424,2.68,44.00,5.17,1.01,1094.00,4.88,37.88,-121.38,1.56
16425,2.26,13.00,5.10,1.14,1768.00,2.82,38.13,-121.47,1.24
16426,2.03,35.00,5.33,1.11,868.00,3.07,38.22,-121.42,0.96
16427,4.36,42.00,6.45,1.05,878.00,2.76,38.15,-121.36,1.86
16428,3.50,14.00,5.55,1.08,1071.00,2.90,38.16,-121.32,2.41
16429,5.59,5.00,6.72,1.07,1327.00,2.84,38.13,-121.32,1.87
16430,5.51,32.00,6.01,1.03,923.00,3.25,38.09,-121.35,1.47
16431,3.93,5.00,6.02,1.10,2725.00,3.02,38.15,-121.32,1.30
16432,3.95,22.00,6.90,1.02,134.00,2.35,38.12,-121.23,1.78
16433,3.63,48.00,8.13,1.17,240.00,3.48,38.11,-121.23,2.03
16434,6.46,23.00,7.63,1.10,236.00,2.84,38.09,-121.23,2.30
16435,2.06,35.00,4.63,0.93,525.00,2.61,38.09,-121.26,1.55
16436,2.07,31.00,6.09,0.96,154.00,2.80,38.09,-121.30,1.75
16437,3.19,21.00,5.56,0.97,533.00,2.50,38.07,-121.29,2.05
16438,3.06,28.00,5.38,1.08,1167.00,2.99,38.07,-121.25,1.53
16439,3.88,27.00,6.29,0.99,303.00,2.28,38.14,-121.29,1.27
16440,3.21,17.00,4.95,0.98,1867.00,2.63,38.14,-121.30,1.21
16441,3.23,34.00,5.18,1.02,1409.00,2.63,38.14,-121.29,1.02
16442,2.52,34.00,5.32,1.20,674.00,2.39,38.14,-121.29,1.11
16443,2.39,31.00,5.17,1.09,453.00,2.32,38.13,-121.29,1.14
16444,2.89,27.00,5.23,1.00,470.00,2.45,38.13,-121.30,1.17
16445,3.23,23.00,5.74,1.01,1298.00,2.60,38.13,-121.30,1.32
16446,4.88,23.00,6.66,1.01,1886.00,3.00,38.15,-121.29,1.75
16447,3.40,37.00,5.70,1.08,1431.00,2.49,38.14,-121.28,1.00
16448,2.29,33.00,3.98,1.00,2659.00,2.97,38.14,-121.27,0.87
16449,2.13,40.00,4.06,1.12,576.00,2.52,38.14,-121.27,1.38
16450,4.12,38.00,5.51,0.98,1223.00,2.40,38.14,-121.28,1.29
16451,4.06,48.00,5.38,0.95,804.00,2.28,38.13,-121.28,1.43
16452,2.20,52.00,4.80,1.14,437.00,1.94,38.13,-121.27,1.14
16453,2.18,40.00,4.94,1.05,1197.00,2.46,38.13,-121.27,0.98
16454,2.54,32.00,4.83,0.97,1916.00,2.75,38.13,-121.28,1.25
16455,2.82,34.00,5.20,1.02,1906.00,3.04,38.12,-121.28,1.11
16456,2.50,44.00,5.32,1.09,1043.00,2.35,38.12,-121.27,1.08
16457,5.00,20.00,6.47,1.05,1390.00,2.84,38.13,-121.29,1.55
16458,5.05,26.00,6.07,0.97,937.00,2.52,38.13,-121.30,1.54
16459,3.96,18.00,5.83,1.05,741.00,2.82,38.12,-121.29,1.33
16460,7.69,11.00,6.81,0.96,767.00,2.92,38.12,-121.30,2.29
16461,4.20,5.00,5.52,1.10,2679.00,2.47,38.11,-121.30,1.72
16462,2.45,11.00,4.15,1.04,2106.00,2.76,38.11,-121.27,1.03
16463,3.88,10.00,5.24,1.04,1559.00,2.75,38.11,-121.28,1.37
16464,3.87,15.00,5.44,1.02,1178.00,3.14,38.11,-121.27,1.20
16465,2.56,13.00,4.01,0.97,1441.00,2.38,38.10,-121.28,1.33
16466,3.78,14.00,5.52,1.06,785.00,2.79,38.10,-121.29,1.63
16467,1.92,39.00,4.00,0.97,1862.00,2.85,38.13,-121.27,0.71
16468,2.56,37.00,4.74,1.07,1455.00,3.09,38.12,-121.27,0.88
16469,2.22,38.00,3.57,1.04,1226.00,3.09,38.13,-121.26,0.69
16470,1.86,27.00,4.25,1.07,1182.00,2.76,38.12,-121.26,0.74
16471,3.30,25.00,5.55,1.15,789.00,3.36,38.13,-121.25,0.91
16472,4.25,4.00,6.51,1.16,933.00,2.95,38.11,-121.26,1.51
16473,3.13,8.00,4.38,1.01,1611.00,2.55,38.11,-121.26,1.15
16474,2.30,16.00,4.50,0.93,464.00,1.78,38.14,-121.25,1.33
16475,3.53,10.00,5.15,1.02,1823.00,2.79,38.14,-121.26,1.17
16476,1.75,35.00,4.22,1.11,2016.00,3.26,38.13,-121.27,0.83
16477,2.09,25.00,3.93,1.04,2053.00,3.17,38.13,-121.26,0.83
16478,3.39,28.00,5.67,1.07,1365.00,2.99,38.22,-121.24,1.13
16479,3.48,24.00,6.03,1.06,2038.00,2.78,38.16,-121.22,1.51
16480,4.09,19.00,5.94,1.05,744.00,3.31,38.17,-121.28,2.44
16481,3.64,27.00,5.95,1.05,1455.00,3.28,38.21,-121.32,1.47
16482,2.49,31.00,6.18,1.16,999.00,3.16,38.16,-121.16,1.23
16483,3.58,14.00,5.41,1.04,1371.00,2.86,38.16,-121.14,1.14
16484,3.65,13.00,6.26,0.98,301.00,2.89,38.25,-121.06,2.00
16485,4.04,18.00,5.97,1.00,2164.00,3.10,38.21,-121.15,1.74
16486,2.99,19.00,6.51,1.10,1544.00,3.02,38.14,-121.05,1.66
16487,2.45,23.00,5.40,0.99,358.00,2.54,38.19,-121.09,1.05
16488,3.77,27.00,5.41,0.98,1085.00,2.44,38.13,-121.19,1.65
16489,4.81,21.00,7.03,1.14,1073.00,3.23,38.07,-121.18,1.61
16490,4.71,27.00,6.52,1.12,873.00,3.38,38.00,-120.97,1.77
16491,3.28,17.00,5.46,1.06,1649.00,3.64,37.93,-121.05,1.57
16492,2.92,32.00,6.08,1.06,471.00,2.65,38.04,-121.11,1.88
16493,4.52,21.00,5.75,0.95,1021.00,2.84,38.03,-121.09,1.52
16494,3.43,36.00,4.84,1.13,505.00,3.58,38.00,-121.12,1.59
16495,2.91,32.00,5.59,1.12,1198.00,2.61,37.80,-120.99,1.13
16496,3.61,13.00,5.26,0.97,2248.00,2.94,37.80,-121.00,1.41
16497,2.79,20.00,5.11,1.02,1227.00,2.55,37.79,-120.98,1.11
16498,2.88,28.00,5.88,1.07,1231.00,3.06,37.84,-120.97,1.42
16499,3.85,32.00,5.60,1.03,1156.00,2.86,37.77,-120.96,1.58
16500,2.56,32.00,6.17,1.12,1466.00,3.10,37.78,-121.04,2.00
16501,2.68,24.00,5.29,1.01,1258.00,3.88,37.86,-121.06,1.69
16502,2.46,31.00,4.26,0.91,523.00,3.29,37.74,-121.13,0.97
16503,3.46,28.00,4.17,1.06,244.00,2.49,37.74,-121.13,0.91
16504,2.39,35.00,5.27,1.08,573.00,2.73,37.73,-121.12,1.02
16505,3.60,21.00,5.39,1.08,1175.00,2.66,37.74,-121.13,1.35
16506,3.32,40.00,4.79,0.94,667.00,2.84,37.73,-121.13,1.26
16507,4.42,11.00,7.35,1.13,1605.00,3.03,37.74,-121.11,1.83
16508,3.36,35.00,5.45,0.97,958.00,2.82,37.80,-121.10,1.49
16509,4.18,22.00,6.56,1.04,1252.00,3.15,37.76,-121.11,1.92
16510,3.44,7.00,5.42,1.03,3006.00,3.29,37.73,-121.16,1.39
16511,3.40,22.00,6.22,1.07,1292.00,3.30,37.76,-121.25,1.82
16512,2.64,34.00,5.77,1.05,1310.00,3.56,37.72,-121.22,1.66
16513,3.64,17.00,5.43,1.02,1802.00,3.40,37.81,-121.22,1.26
16514,2.12,28.00,4.71,1.04,1719.00,3.10,37.80,-121.22,0.94
16515,2.13,37.00,4.92,1.05,521.00,2.47,37.80,-121.22,0.92
16516,3.00,18.00,4.75,0.98,1531.00,3.03,37.81,-121.21,1.24
16517,2.74,31.00,4.11,1.09,460.00,2.71,37.80,-121.21,0.94
16518,2.18,44.00,4.11,0.99,160.00,2.19,37.80,-121.21,1.21
16519,1.49,45.00,5.29,1.20,167.00,2.39,37.80,-121.21,1.02
16520,1.67,33.00,4.10,0.93,446.00,2.25,37.79,-121.21,0.97
16521,2.61,33.00,4.79,1.10,971.00,2.50,37.80,-121.21,0.99
16522,5.19,8.00,6.26,0.99,999.00,3.32,37.81,-121.21,1.72
16523,3.76,28.00,5.76,1.02,1512.00,2.67,37.80,-121.20,1.35
16524,3.56,24.00,5.43,1.10,927.00,2.96,37.80,-121.20,1.31
16525,2.48,36.00,5.81,1.07,502.00,3.37,37.79,-121.20,1.02
16526,4.10,37.00,5.76,1.13,171.00,3.17,37.80,-121.20,1.02
16527,5.04,12.00,5.62,0.98,2173.00,3.33,37.81,-121.21,1.64
16528,3.54,22.00,5.37,1.07,3082.00,12.90,37.88,-121.17,1.12
16529,3.85,35.00,6.30,1.02,1316.00,3.31,37.82,-121.17,1.98
16530,4.44,18.00,6.08,1.03,1912.00,3.40,37.83,-121.20,1.61
16531,7.37,26.00,5.49,1.03,193.00,2.68,37.81,-121.20,2.13
16532,2.73,8.00,5.14,1.10,1959.00,2.51,37.81,-121.19,1.75
16533,1.95,16.00,4.47,0.96,509.00,1.71,37.79,-121.18,1.13
16534,3.38,4.00,2.00,1.00,79.00,2.72,37.78,-121.20,1.06
16535,4.82,20.00,5.57,1.00,149.00,3.04,37.78,-121.23,1.58
16536,4.08,7.00,6.40,1.08,2553.00,3.17,37.79,-121.24,1.95
16537,2.71,16.00,5.12,1.08,1013.00,2.80,37.79,-121.27,1.74
16538,1.61,13.00,4.35,1.16,247.00,3.21,37.80,-121.22,0.74
16539,1.72,36.00,4.96,1.04,712.00,3.36,37.79,-121.22,1.05
16540,2.50,38.00,4.71,0.99,1320.00,2.89,37.79,-121.22,1.02
16541,4.08,21.00,5.17,1.00,1130.00,3.04,37.79,-121.23,1.18
16542,4.48,5.00,7.01,1.08,1549.00,3.50,37.79,-121.22,1.69
16543,2.77,23.00,5.10,1.09,1198.00,3.08,37.79,-121.23,1.17
16544,2.23,11.00,4.60,1.25,1155.00,2.17,37.80,-121.23,1.31
16545,3.56,6.00,4.93,1.02,2319.00,2.95,37.81,-121.24,1.61
16546,4.24,15.00,5.22,0.96,1886.00,3.39,37.81,-121.23,1.37
16547,4.01,20.00,5.54,1.08,1191.00,3.64,37.81,-121.22,1.22
16548,3.20,13.00,4.75,1.01,2740.00,2.92,37.82,-121.22,1.42
16549,5.56,16.00,6.04,0.99,1236.00,3.58,37.81,-121.23,1.49
16550,4.68,8.00,5.39,0.98,867.00,3.63,37.82,-121.23,1.39
16551,4.93,14.00,5.98,1.05,1030.00,3.33,37.82,-121.23,1.55
16552,4.02,28.00,5.99,1.07,713.00,3.17,37.84,-121.23,1.56
16553,5.11,9.00,6.53,1.02,3378.00,3.58,37.82,-121.24,1.58
16554,2.24,35.00,5.39,1.07,604.00,3.15,37.85,-121.30,1.20
16555,3.14,36.00,6.04,1.13,130.00,2.77,37.81,-121.31,1.79
16556,3.73,6.00,4.58,1.08,69.00,2.88,37.80,-121.29,4.75
16557,2.65,26.00,5.42,1.10,830.00,3.84,37.82,-121.27,1.28
16558,2.52,32.00,4.83,1.05,443.00,3.08,37.83,-121.28,0.86
16559,3.65,10.00,5.50,1.06,5935.00,3.55,37.82,-121.28,1.19
16560,4.13,19.00,5.77,1.05,1290.00,2.85,37.77,-121.37,2.23
16561,4.15,20.00,5.71,1.01,1236.00,2.61,37.74,-121.40,3.22
16562,2.62,24.00,4.86,1.05,585.00,3.52,37.78,-121.43,1.64
16563,5.02,19.00,6.06,0.96,1264.00,3.24,37.77,-121.48,2.74
16564,4.32,18.00,5.40,0.95,825.00,2.89,37.75,-121.52,3.27
16565,5.16,20.00,6.18,1.13,862.00,2.61,37.73,-121.46,2.23
16566,5.75,2.00,10.22,1.47,766.00,3.50,37.72,-121.45,2.40
16567,6.04,5.00,8.75,1.26,591.00,3.79,37.70,-121.44,2.15
16568,4.37,7.00,6.53,1.13,4189.00,3.30,37.71,-121.42,1.71
16569,4.19,18.00,5.45,1.04,2964.00,2.94,37.76,-121.42,1.62
16570,3.52,33.00,5.13,0.94,1061.00,2.72,37.75,-121.42,1.21
16571,4.80,45.00,5.93,1.04,340.00,2.46,37.74,-121.42,1.34
16572,2.83,38.00,5.77,1.10,320.00,2.39,37.74,-121.42,1.53
16573,3.15,35.00,5.24,0.87,313.00,2.06,37.74,-121.42,1.53
16574,4.37,33.00,5.70,1.14,683.00,2.93,37.75,-121.42,1.29
16575,3.13,34.00,4.35,0.91,754.00,2.57,37.75,-121.43,1.32
16576,2.75,41.00,5.67,1.07,855.00,2.82,37.75,-121.43,1.27
16577,3.36,42.00,4.33,1.00,699.00,2.51,37.75,-121.43,1.18
16578,3.09,52.00,4.89,0.95,426.00,2.38,37.74,-121.43,1.20
